folder,image,initial_radius,delta_radius,auto_withborder,auto_noborder
K50_incid,13,20,8,15,13
K50_incid,13,20,10,15,13
K50_incid,13,20,12,15,13
K50_incid,13,20,14,15,13
K50_incid,13,20,16,15,13
K50_incid,13,20,18,15,13
K50_incid,13,20,20,15,13
K50_incid,13,25,2,15,13
K50_incid,13,25,4,15,13
K50_incid,13,25,6,15,13
K50_incid,13,25,8,15,13
K50_incid,13,25,10,15,13
K50_incid,13,25,12,15,13
K50_incid,13,25,14,15,13
K50_incid,13,25,16,15,13
K50_incid,13,25,18,15,13
K50_incid,13,25,20,15,13
K50_incid,13,30,2,15,13
K50_incid,13,30,4,15,13
K50_incid,13,30,6,15,13
K50_incid,13,30,8,15,13
K50_incid,13,30,10,15,13
K50_incid,13,30,12,15,13
K50_incid,13,30,14,15,13
K50_incid,13,30,16,15,13
K50_incid,13,30,18,15,13
K50_incid,13,30,20,15,13
K50_incid,13,35,2,14,13
K50_incid,13,35,4,14,13
K50_incid,13,35,6,14,13
K50_incid,13,35,8,14,13
K50_incid,13,35,10,14,13
K50_incid,13,35,12,14,13
K50_incid,13,35,14,14,13
K50_incid,13,35,16,14,13
K50_incid,13,35,18,14,13
K50_incid,13,35,20,14,13
K50_incid,13,40,2,0,0
K50_incid,13,40,4,0,0
K50_incid,13,40,6,0,0
K50_incid,13,40,8,0,0
K50_incid,13,40,10,0,0
K50_incid,13,40,12,0,0
K50_incid,13,40,14,0,0
K50_incid,13,40,16,0,0
K50_incid,13,40,18,0,0
K50_incid,13,40,20,0,0
K50_incid,14,5,2,33,13
K50_incid,14,5,4,28,13
K50_incid,14,5,6,31,12
K50_incid,14,5,8,26,12
K50_incid,14,5,10,25,12
K50_incid,14,5,12,24,10
K50_incid,14,5,14,24,12
K50_incid,14,5,16,23,12
K50_incid,14,5,18,20,10
K50_incid,14,5,20,19,10
K50_incid,14,10,2,38,18
K50_incid,14,10,4,31,13
K50_incid,14,10,6,31,14
K50_incid,14,10,8,27,13
K50_incid,14,10,10,23,11
K50_incid,14,10,12,29,13
K50_incid,14,10,14,23,12
K50_incid,14,10,16,21,10
K50_incid,14,10,18,21,10
K50_incid,14,10,20,21,10
K50_incid,14,15,2,25,13
K50_incid,14,15,4,22,12
K50_incid,14,15,6,22,12
K50_incid,14,15,8,19,10
K50_incid,14,15,10,22,12
K50_incid,14,15,12,19,10
K50_incid,14,15,14,21,10
K50_incid,14,15,16,19,10
K50_incid,14,15,18,22,12
K50_incid,14,15,20,22,12
K50_incid,14,20,2,31,18
K50_incid,14,20,4,27,17
K50_incid,14,20,6,25,16
K50_incid,14,20,8,21,12
K50_incid,14,20,10,19,11
K50_incid,14,20,12,23,14
K50_incid,14,20,14,22,13
K50_incid,14,20,16,21,12
K50_incid,14,20,18,20,12
K50_incid,14,20,20,17,11
K50_incid,14,25,2,20,13
K50_incid,14,25,4,20,13
K50_incid,14,25,6,17,12
K50_incid,14,25,8,18,12
K50_incid,14,25,10,18,12
K50_incid,14,25,12,17,12
K50_incid,14,25,14,14,10
K50_incid,14,25,16,14,10
K50_incid,14,25,18,14,10
K50_incid,14,25,20,14,10
K50_incid,14,30,2,25,18
K50_incid,14,30,4,19,13
K50_incid,14,30,6,18,12
K50_incid,14,30,8,17,12
K50_incid,14,30,10,16,11
K50_incid,14,30,12,15,10
K50_incid,14,30,14,15,10
K50_incid,14,30,16,15,10
K50_incid,14,30,18,15,10
K50_incid,14,30,20,15,10
K50_incid,14,35,2,18,12
K50_incid,14,35,4,18,12
K50_incid,14,35,6,18,12
K50_incid,14,35,8,18,12
K50_incid,14,35,10,18,12
K50_incid,14,35,12,18,12
K50_incid,14,35,14,18,12
K50_incid,14,35,16,18,12
K50_incid,14,35,18,18,12
K50_incid,14,35,20,18,12
K50_incid,14,40,2,3,2
K50_incid,14,40,4,3,2
K50_incid,14,40,6,3,2
K50_incid,14,40,8,3,2
K50_incid,14,40,10,3,2
K50_incid,14,40,12,3,2
K50_incid,14,40,14,3,2
K50_incid,14,40,16,3,2
K50_incid,14,40,18,3,2
K50_incid,14,40,20,3,2
K50_incid,15,5,2,20,8
K50_incid,15,5,4,19,8
K50_incid,15,5,6,18,8
K50_incid,15,5,8,18,8
K50_incid,15,5,10,18,8
K50_incid,15,5,12,17,8
K50_incid,15,5,14,19,8
K50_incid,15,5,16,18,8
K50_incid,15,5,18,15,8
K50_incid,15,5,20,15,8
K50_incid,15,10,2,23,8
K50_incid,15,10,4,22,8
K50_incid,15,10,6,20,8
K50_incid,15,10,8,19,8
K50_incid,15,10,10,20,8
K50_incid,15,10,12,19,8
K50_incid,15,10,14,17,8
K50_incid,15,10,16,15,8
K50_incid,15,10,18,16,8
K50_incid,15,10,20,20,8
K50_incid,15,15,2,19,8
K50_incid,15,15,4,18,8
K50_incid,15,15,6,18,8
K50_incid,15,15,8,18,8
K50_incid,15,15,10,17,8
K50_incid,15,15,12,15,8
K50_incid,15,15,14,16,8
K50_incid,15,15,16,17,8
K50_incid,15,15,18,18,8
K50_incid,15,15,20,17,8
K50_incid,15,20,2,21,8
K50_incid,15,20,4,18,8
K50_incid,15,20,6,17,8
K50_incid,15,20,8,17,8
K50_incid,15,20,10,18,8
K50_incid,15,20,12,16,8
K50_incid,15,20,14,17,8
K50_incid,15,20,16,16,8
K50_incid,15,20,18,15,8
K50_incid,15,20,20,13,8
K50_incid,15,25,2,18,8
K50_incid,15,25,4,17,8
K50_incid,15,25,6,17,8
K50_incid,15,25,8,17,8
K50_incid,15,25,10,16,8
K50_incid,15,25,12,16,8
K50_incid,15,25,14,14,8
K50_incid,15,25,16,13,8
K50_incid,15,25,18,13,8
K50_incid,15,25,20,13,8
K50_incid,15,30,2,20,8
K50_incid,15,30,4,20,8
K50_incid,15,30,6,19,8
K50_incid,15,30,8,19,8
K50_incid,15,30,10,18,8
K50_incid,15,30,12,18,8
K50_incid,15,30,14,18,8
K50_incid,15,30,16,18,8
K50_incid,15,30,18,18,8
K50_incid,15,30,20,18,8
K50_incid,15,35,2,15,8
K50_incid,15,35,4,15,8
K50_incid,15,35,6,15,8
K50_incid,15,35,8,15,8
K50_incid,15,35,10,15,8
K50_incid,15,35,12,15,8
K50_incid,15,35,14,15,8
K50_incid,15,35,16,15,8
K50_incid,15,35,18,15,8
K50_incid,15,35,20,15,8
K50_incid,15,40,2,4,1
K50_incid,15,40,4,4,1
K50_incid,15,40,6,4,1
K50_incid,15,40,8,4,1
K50_incid,15,40,10,4,1
K50_incid,15,40,12,4,1
K50_incid,15,40,14,4,1
K50_incid,15,40,16,4,1
K50_incid,15,40,18,4,1
K50_incid,15,40,20,4,1
K50_incid,16,5,2,29,13
K50_incid,16,5,4,26,13
K50_incid,16,5,6,25,13
K50_incid,16,5,8,25,13
K50_incid,16,5,10,24,13
K50_incid,16,5,12,24,13
K50_incid,16,5,14,24,13
K50_incid,16,5,16,23,13
K50_incid,16,5,18,22,12
K50_incid,16,5,20,22,12
K50_incid,16,10,2,27,15
K50_incid,16,10,4,25,13
K50_incid,16,10,6,26,15
K50_incid,16,10,8,24,13
K50_incid,16,10,10,25,15
K50_incid,16,10,12,24,13
K50_incid,16,10,14,23,13
K50_incid,16,10,16,22,12
K50_incid,16,10,18,23,13
K50_incid,16,10,20,23,13
K50_incid,16,15,2,27,13
K50_incid,16,15,4,26,13
K50_incid,16,15,6,24,13
K50_incid,16,15,8,25,13
K50_incid,16,15,10,24,13
K50_incid,16,15,12,23,13
K50_incid,16,15,14,24,13
K50_incid,16,15,16,25,13
K50_incid,16,15,18,24,13
K50_incid,16,15,20,24,13
K50_incid,16,20,2,25,15
K50_incid,16,20,4,25,15
K50_incid,16,20,6,23,13
K50_incid,16,20,8,23,13
K50_incid,16,20,10,24,15
K50_incid,16,20,12,23,13
K50_incid,16,20,14,23,13
K50_incid,16,20,16,23,13
K50_incid,16,20,18,22,13
K50_incid,16,20,20,23,14
K50_incid,16,25,2,24,13
K50_incid,16,25,4,22,13
K50_incid,16,25,6,22,13
K50_incid,16,25,8,21,13
K50_incid,16,25,10,21,13
K50_incid,16,25,12,20,13
K50_incid,16,25,14,19,12
K50_incid,16,25,16,19,12
K50_incid,16,25,18,19,12
K50_incid,16,25,20,19,12
K50_incid,16,30,2,20,15
K50_incid,16,30,4,18,13
K50_incid,16,30,6,18,13
K50_incid,16,30,8,17,13
K50_incid,16,30,10,19,15
K50_incid,16,30,12,17,13
K50_incid,16,30,14,17,13
K50_incid,16,30,16,17,13
K50_incid,16,30,18,17,13
K50_incid,16,30,20,17,13
K50_incid,16,35,2,16,13
K50_incid,16,35,4,16,13
K50_incid,16,35,6,16,13
K50_incid,16,35,8,16,13
K50_incid,16,35,10,16,13
K50_incid,16,35,12,16,13
K50_incid,16,35,14,16,13
K50_incid,16,35,16,16,13
K50_incid,16,35,18,16,13
K50_incid,16,35,20,16,13
K50_incid,16,40,2,3,3
K50_incid,16,40,4,3,3
K50_incid,16,40,6,3,3
K50_incid,16,40,8,3,3
K50_incid,16,40,10,3,3
K50_incid,16,40,12,3,3
K50_incid,16,40,14,3,3
K50_incid,16,40,16,3,3
K50_incid,16,40,18,3,3
K50_incid,16,40,20,3,3
K50_incid,17,5,2,23,17
K50_incid,17,5,4,22,16
K50_incid,17,5,6,22,16
K50_incid,17,5,8,22,16
K50_incid,17,5,10,22,16
K50_incid,17,5,12,21,15
K50_incid,17,5,14,21,15
K50_incid,17,5,16,22,16
K50_incid,17,5,18,21,15
K50_incid,17,5,20,21,15
K50_incid,17,10,2,25,21
K50_incid,17,10,4,24,20
K50_incid,17,10,6,20,16
K50_incid,17,10,8,20,16
K50_incid,17,10,10,19,15
K50_incid,17,10,12,20,16
K50_incid,17,10,14,23,19
K50_incid,17,10,16,19,15
K50_incid,17,10,18,19,15
K50_incid,17,10,20,19,15
K50_incid,17,15,2,20,17
K50_incid,17,15,4,19,16
K50_incid,17,15,6,18,15
K50_incid,17,15,8,18,15
K50_incid,17,15,10,19,16
K50_incid,17,15,12,18,15
K50_incid,17,15,14,18,15
K50_incid,17,15,16,18,15
K50_incid,17,15,18,18,15
K50_incid,17,15,20,19,16
K50_incid,17,20,2,22,21
K50_incid,17,20,4,17,16
K50_incid,17,20,6,20,19
K50_incid,17,20,8,17,16
K50_incid,17,20,10,16,15
K50_incid,17,20,12,16,15
K50_incid,17,20,14,17,16
K50_incid,17,20,16,17,16
K50_incid,17,20,18,20,19
K50_incid,17,20,20,16,15
K50_incid,17,25,2,18,17
K50_incid,17,25,4,17,16
K50_incid,17,25,6,17,16
K50_incid,17,25,8,16,15
K50_incid,17,25,10,17,16
K50_incid,17,25,12,17,16
K50_incid,17,25,14,16,15
K50_incid,17,25,16,16,15
K50_incid,17,25,18,16,15
K50_incid,17,25,20,16,15
K50_incid,17,30,2,21,21
K50_incid,17,30,4,20,20
K50_incid,17,30,6,16,16
K50_incid,17,30,8,19,19
K50_incid,17,30,10,15,15
K50_incid,17,30,12,15,15
K50_incid,17,30,14,15,15
K50_incid,17,30,16,15,15
K50_incid,17,30,18,15,15
K50_incid,17,30,20,15,15
K50_incid,17,35,2,17,17
K50_incid,17,35,4,16,16
K50_incid,17,35,6,16,16
K50_incid,17,35,8,16,16
K50_incid,17,35,10,16,16
K50_incid,17,35,12,16,16
K50_incid,17,35,14,16,16
K50_incid,17,35,16,16,16
K50_incid,17,35,18,16,16
K50_incid,17,35,20,16,16
K50_incid,17,40,2,0,0
K50_incid,17,40,4,0,0
K50_incid,17,40,6,0,0
K50_incid,17,40,8,0,0
K50_incid,17,40,10,0,0
K50_incid,17,40,12,0,0
K50_incid,17,40,14,0,0
K50_incid,17,40,16,0,0
K50_incid,17,40,18,0,0
K50_incid,17,40,20,0,0
K50_incid,18,5,2,35,26
K50_incid,18,5,4,31,23
K50_incid,18,5,6,28,21
K50_incid,18,5,8,29,22
K50_incid,18,5,10,27,19
K50_incid,18,5,12,23,17
K50_incid,18,5,14,26,19
K50_incid,18,5,16,26,18
K50_incid,18,5,18,21,15
K50_incid,18,5,20,21,15
K50_incid,18,10,2,40,24
K50_incid,18,10,4,39,23
K50_incid,18,10,6,26,19
K50_incid,18,10,8,26,19
K50_incid,18,10,10,29,20
K50_incid,18,10,12,26,19
K50_incid,18,10,14,26,17
K50_incid,18,10,16,21,15
K50_incid,18,10,18,21,15
K50_incid,18,10,20,29,20
K50_incid,18,15,2,34,26
K50_incid,18,15,4,32,23
K50_incid,18,15,6,29,21
K50_incid,18,15,8,30,21
K50_incid,18,15,10,26,19
K50_incid,18,15,12,23,15
K50_incid,18,15,14,23,17
K50_incid,18,15,16,28,21
K50_incid,18,15,18,26,19
K50_incid,18,15,20,26,19
K50_incid,18,20,2,36,24
K50_incid,18,20,4,26,20
K50_incid,18,20,6,29,20
K50_incid,18,20,8,24,19
K50_incid,18,20,10,28,20
K50_incid,18,20,12,26,20
K50_incid,18,20,14,25,19
K50_incid,18,20,16,23,18
K50_incid,18,20,18,24,16
K50_incid,18,20,20,19,14
K50_incid,18,25,2,32,24
K50_incid,18,25,4,29,21
K50_incid,18,25,6,31,23
K50_incid,18,25,8,25,19
K50_incid,18,25,10,25,19
K50_incid,18,25,12,25,18
K50_incid,18,25,14,22,15
K50_incid,18,25,16,20,15
K50_incid,18,25,18,20,15
K50_incid,18,25,20,20,15
K50_incid,18,30,2,35,24
K50_incid,18,30,4,34,23
K50_incid,18,30,6,30,23
K50_incid,18,30,8,32,22
K50_incid,18,30,10,27,20
K50_incid,18,30,12,27,20
K50_incid,18,30,14,27,20
K50_incid,18,30,16,27,20
K50_incid,18,30,18,27,20
K50_incid,18,30,20,27,20
K50_incid,18,35,2,24,18
K50_incid,18,35,4,24,18
K50_incid,18,35,6,22,18
K50_incid,18,35,8,22,18
K50_incid,18,35,10,22,18
K50_incid,18,35,12,22,18
K50_incid,18,35,14,22,18
K50_incid,18,35,16,22,18
K50_incid,18,35,18,22,18
K50_incid,18,35,20,22,18
K50_incid,18,40,2,1,0
K50_incid,18,40,4,1,0
K50_incid,18,40,6,1,0
K50_incid,18,40,8,1,0
K50_incid,18,40,10,1,0
K50_incid,18,40,12,1,0
K50_incid,18,40,14,1,0
K50_incid,18,40,16,1,0
K50_incid,18,40,18,1,0
K50_incid,18,40,20,1,0
K50_incid,19,5,2,28,11
K50_incid,19,5,4,28,11
K50_incid,19,5,6,27,11
K50_incid,19,5,8,24,11
K50_incid,19,5,10,23,11
K50_incid,19,5,12,26,10
K50_incid,19,5,14,23,11
K50_incid,19,5,16,22,11
K50_incid,19,5,18,20,9
K50_incid,19,5,20,20,9
K50_incid,19,10,2,25,14
K50_incid,19,10,4,23,12
K50_incid,19,10,6,24,13
K50_incid,19,10,8,22,11
K50_incid,19,10,10,25,14
K50_incid,19,10,12,22,11
K50_incid,19,10,14,21,11
K50_incid,19,10,16,20,9
K50_incid,19,10,18,20,9
K50_incid,19,10,20,23,12
K50_incid,19,15,2,25,11
K50_incid,19,15,4,21,11
K50_incid,19,15,6,21,11
K50_incid,19,15,8,21,11
K50_incid,19,15,10,21,11
K50_incid,19,15,12,19,9
K50_incid,19,15,14,20,10
K50_incid,19,15,16,21,11
K50_incid,19,15,18,20,11
K50_incid,19,15,20,20,11
K50_incid,19,20,2,21,14
K50_incid,19,20,4,20,13
K50_incid,19,20,6,18,11
K50_incid,19,20,8,18,11
K50_incid,19,20,10,21,14
K50_incid,19,20,12,18,11
K50_incid,19,20,14,18,11
K50_incid,19,20,16,18,11
K50_incid,19,20,18,17,11
K50_incid,19,20,20,17,11
K50_incid,19,25,2,18,11
K50_incid,19,25,4,18,11
K50_incid,19,25,6,18,11
K50_incid,19,25,8,18,11
K50_incid,19,25,10,18,11
K50_incid,19,25,12,17,11
K50_incid,19,25,14,15,9
K50_incid,19,25,16,15,9
K50_incid,19,25,18,15,9
K50_incid,19,25,20,15,9
K50_incid,19,30,2,20,14
K50_incid,19,30,4,18,12
K50_incid,19,30,6,18,12
K50_incid,19,30,8,18,12
K50_incid,19,30,10,20,14
K50_incid,19,30,12,18,12
K50_incid,19,30,14,18,12
K50_incid,19,30,16,18,12
K50_incid,19,30,18,18,12
K50_incid,19,30,20,18,12
K50_incid,19,35,2,15,11
K50_incid,19,35,4,15,11
K50_incid,19,35,6,15,11
K50_incid,19,35,8,15,11
K50_incid,19,35,10,15,11
K50_incid,19,35,12,15,11
K50_incid,19,35,14,15,11
K50_incid,19,35,16,15,11
K50_incid,19,35,18,15,11
K50_incid,19,35,20,15,11
K50_incid,19,40,2,3,3
K50_incid,19,40,4,3,3
K50_incid,19,40,6,3,3
K50_incid,19,40,8,3,3
K50_incid,19,40,10,3,3
K50_incid,19,40,12,3,3
K50_incid,19,40,14,3,3
K50_incid,19,40,16,3,3
K50_incid,19,40,18,3,3
K50_incid,19,40,20,3,3
K50_incid,20,5,2,27,16
K50_incid,20,5,4,25,16
K50_incid,20,5,6,23,14
K50_incid,20,5,8,25,16
K50_incid,20,5,10,24,14
K50_incid,20,5,12,23,14
K50_incid,20,5,14,23,14
K50_incid,20,5,16,25,16
K50_incid,20,5,18,22,13
K50_incid,20,5,20,22,13
K50_incid,20,10,2,28,19
K50_incid,20,10,4,23,15
K50_incid,20,10,6,25,17
K50_incid,20,10,8,22,14
K50_incid,20,10,10,22,14
K50_incid,20,10,12,22,14
K50_incid,20,10,14,22,14
K50_incid,20,10,16,21,13
K50_incid,20,10,18,24,16
K50_incid,20,10,20,22,14
K50_incid,20,15,2,24,16
K50_incid,20,15,4,22,14
K50_incid,20,15,6,22,14
K50_incid,20,15,8,22,14
K50_incid,20,15,10,22,14
K50_incid,20,15,12,21,13
K50_incid,20,15,14,22,14
K50_incid,20,15,16,22,14
K50_incid,20,15,18,22,14
K50_incid,20,15,20,22,14
K50_incid,20,20,2,26,19
K50_incid,20,20,4,25,18
K50_incid,20,20,6,21,15
K50_incid,20,20,8,25,18
K50_incid,20,20,10,20,14
K50_incid,20,20,12,20,14
K50_incid,20,20,14,20,14
K50_incid,20,20,16,21,15
K50_incid,20,20,18,20,14
K50_incid,20,20,20,19,13
K50_incid,20,25,2,21,16
K50_incid,20,25,4,21,16
K50_incid,20,25,6,21,16
K50_incid,20,25,8,19,14
K50_incid,20,25,10,19,14
K50_incid,20,25,12,21,16
K50_incid,20,25,14,18,13
K50_incid,20,25,16,18,13
K50_incid,20,25,18,18,13
K50_incid,20,25,20,18,13
K50_incid,20,30,2,20,16
K50_incid,20,30,4,19,15
K50_incid,20,30,6,19,15
K50_incid,20,30,8,19,15
K50_incid,20,30,10,18,14
K50_incid,20,30,12,18,14
K50_incid,20,30,14,18,14
K50_incid,20,30,16,18,14
K50_incid,20,30,18,18,14
K50_incid,20,30,20,18,14
K50_incid,20,35,2,18,16
K50_incid,20,35,4,16,14
K50_incid,20,35,6,16,14
K50_incid,20,35,8,16,14
K50_incid,20,35,10,16,14
K50_incid,20,35,12,16,14
K50_incid,20,35,14,16,14
K50_incid,20,35,16,16,14
K50_incid,20,35,18,16,14
K50_incid,20,35,20,16,14
K50_incid,20,40,2,1,0
K50_incid,20,40,4,1,0
K50_incid,20,40,6,1,0
K50_incid,20,40,8,1,0
K50_incid,20,40,10,1,0
K50_incid,20,40,12,1,0
K50_incid,20,40,14,1,0
K50_incid,20,40,16,1,0
K50_incid,20,40,18,1,0
K50_incid,20,40,20,1,0
K60_incid,1,5,2,21,10
K60_incid,1,5,4,20,10
K60_incid,1,5,6,18,9
K60_incid,1,5,8,20,10
K60_incid,1,5,10,18,9
K60_incid,1,5,12,16,7
K60_incid,1,5,14,16,9
K60_incid,1,5,16,18,10
K60_incid,1,5,18,15,7
K60_incid,1,5,20,15,7
K60_incid,1,10,2,27,12
K60_incid,1,10,4,21,10
K60_incid,1,10,6,18,9
K60_incid,1,10,8,18,9
K60_incid,1,10,10,19,8
K60_incid,1,10,12,16,9
K60_incid,1,10,14,16,9
K60_incid,1,10,16,16,7
K60_incid,1,10,18,14,7
K60_incid,1,10,20,15,8
K60_incid,1,15,2,19,10
K60_incid,1,15,4,17,9
K60_incid,1,15,6,18,9
K60_incid,1,15,8,15,8
K60_incid,1,15,10,16,9
K60_incid,1,15,12,15,7
K60_incid,1,15,14,14,7
K60_incid,1,15,16,15,8
K60_incid,1,15,18,15,9
K60_incid,1,15,20,15,9
K60_incid,1,20,2,26,12
K60_incid,1,20,4,22,12
K60_incid,1,20,6,22,10
K60_incid,1,20,8,22,12
K60_incid,1,20,10,18,8
K60_incid,1,20,12,19,9
K60_incid,1,20,14,15,9
K60_incid,1,20,16,18,12
K60_incid,1,20,18,15,9
K60_incid,1,20,20,13,7
K60_incid,1,25,2,16,10
K60_incid,1,25,4,15,10
K60_incid,1,25,6,15,10
K60_incid,1,25,8,14,9
K60_incid,1,25,10,14,9
K60_incid,1,25,12,15,10
K60_incid,1,25,14,12,7
K60_incid,1,25,16,12,7
K60_incid,1,25,18,12,7
K60_incid,1,25,20,12,7
K60_incid,1,30,2,17,12
K60_incid,1,30,4,15,10
K60_incid,1,30,6,17,12
K60_incid,1,30,8,15,10
K60_incid,1,30,10,13,8
K60_incid,1,30,12,13,8
K60_incid,1,30,14,13,8
K60_incid,1,30,16,13,8
K60_incid,1,30,18,13,8
K60_incid,1,30,20,13,8
K60_incid,1,35,2,13,10
K60_incid,1,35,4,12,9
K60_incid,1,35,6,12,9
K60_incid,1,35,8,12,9
K60_incid,1,35,10,12,9
K60_incid,1,35,12,12,9
K60_incid,1,35,14,12,9
K60_incid,1,35,16,12,9
K60_incid,1,35,18,12,9
K60_incid,1,35,20,12,9
K60_incid,1,40,2,1,1
K60_incid,1,40,4,1,1
K60_incid,1,40,6,1,1
K60_incid,1,40,8,1,1
K60_incid,1,40,10,1,1
K60_incid,1,40,12,1,1
K60_incid,1,40,14,1,1
K60_incid,1,40,16,1,1
K60_incid,1,40,18,1,1
K60_incid,1,40,20,1,1
K60_incid,2,5,2,40,20
K60_incid,2,5,4,32,16
K60_incid,2,5,6,28,14
K60_incid,2,5,8,25,14
K60_incid,2,5,10,28,16
K60_incid,2,5,12,23,12
K60_incid,2,5,14,22,11
K60_incid,2,5,16,24,14
K60_incid,2,5,18,21,11
K60_incid,2,5,20,22,11
K60_incid,2,10,2,39,18
K60_incid,2,10,4,32,16
K60_incid,2,10,6,27,14
K60_incid,2,10,8,27,14
K60_incid,2,10,10,20,11
K60_incid,2,10,12,22,13
K60_incid,2,10,14,21,13
K60_incid,2,10,16,20,11
K60_incid,2,10,18,20,11
K60_incid,2,10,20,20,11
K60_incid,2,15,2,35,19
K60_incid,2,15,4,28,16
K60_incid,2,15,6,24,14
K60_incid,2,15,8,20,14
K60_incid,2,15,10,24,16
K60_incid,2,15,12,20,14
K60_incid,2,15,14,20,14
K60_incid,2,15,16,20,14
K60_incid,2,15,18,20,14
K60_incid,2,15,20,22,16
K60_incid,2,20,2,35,16
K60_incid,2,20,4,27,14
K60_incid,2,20,6,24,13
K60_incid,2,20,8,25,14
K60_incid,2,20,10,18,11
K60_incid,2,20,12,18,11
K60_incid,2,20,14,20,13
K60_incid,2,20,16,21,14
K60_incid,2,20,18,19,13
K60_incid,2,20,20,17,11
K60_incid,2,25,2,32,14
K60_incid,2,25,4,25,14
K60_incid,2,25,6,22,14
K60_incid,2,25,8,19,11
K60_incid,2,25,10,21,13
K60_incid,2,25,12,20,14
K60_incid,2,25,14,17,11
K60_incid,2,25,16,17,11
K60_incid,2,25,18,17,11
K60_incid,2,25,20,17,11
K60_incid,2,30,2,26,16
K60_incid,2,30,4,23,15
K60_incid,2,30,6,22,14
K60_incid,2,30,8,18,13
K60_incid,2,30,10,16,11
K60_incid,2,30,12,16,11
K60_incid,2,30,14,16,11
K60_incid,2,30,16,16,11
K60_incid,2,30,18,16,11
K60_incid,2,30,20,16,11
K60_incid,2,35,2,20,14
K60_incid,2,35,4,18,13
K60_incid,2,35,6,18,13
K60_incid,2,35,8,18,13
K60_incid,2,35,10,18,13
K60_incid,2,35,12,18,13
K60_incid,2,35,14,18,13
K60_incid,2,35,16,18,13
K60_incid,2,35,18,18,13
K60_incid,2,35,20,18,13
K60_incid,2,40,2,0,0
K60_incid,2,40,4,0,0
K60_incid,2,40,6,0,0
K60_incid,2,40,8,0,0
K60_incid,2,40,10,0,0
K60_incid,2,40,12,0,0
K60_incid,2,40,14,0,0
K60_incid,2,40,16,0,0
K60_incid,2,40,18,0,0
K60_incid,2,40,20,0,0
K60_incid,3,5,2,23,12
K60_incid,3,5,4,22,12
K60_incid,3,5,6,23,12
K60_incid,3,5,8,22,12
K60_incid,3,5,10,23,12
K60_incid,3,5,12,22,12
K60_incid,3,5,14,22,12
K60_incid,3,5,16,22,12
K60_incid,3,5,18,22,12
K60_incid,3,5,20,22,12
K60_incid,3,10,2,23,12
K60_incid,3,10,4,23,12
K60_incid,3,10,6,21,12
K60_incid,3,10,8,23,12
K60_incid,3,10,10,21,12
K60_incid,3,10,12,21,12
K60_incid,3,10,14,21,12
K60_incid,3,10,16,21,12
K60_incid,3,10,18,21,12
K60_incid,3,10,20,21,12
K60_incid,3,15,2,22,12
K60_incid,3,15,4,22,12
K60_incid,3,15,6,21,12
K60_incid,3,15,8,21,12
K60_incid,3,15,10,22,12
K60_incid,3,15,12,21,12
K60_incid,3,15,14,21,12
K60_incid,3,15,16,21,12
K60_incid,3,15,18,21,12
K60_incid,3,15,20,22,12
K60_incid,3,20,2,17,12
K60_incid,3,20,4,17,12
K60_incid,3,20,6,17,12
K60_incid,3,20,8,17,12
K60_incid,3,20,10,17,12
K60_incid,3,20,12,17,12
K60_incid,3,20,14,17,12
K60_incid,3,20,16,17,12
K60_incid,3,20,18,17,12
K60_incid,3,20,20,17,12
K60_incid,3,25,2,18,12
K60_incid,3,25,4,17,12
K60_incid,3,25,6,17,12
K60_incid,3,25,8,17,12
K60_incid,3,25,10,18,12
K60_incid,3,25,12,17,12
K60_incid,3,25,14,17,12
K60_incid,3,25,16,17,12
K60_incid,3,25,18,17,12
K60_incid,3,25,20,17,12
K60_incid,3,30,2,16,12
K60_incid,3,30,4,16,12
K60_incid,3,30,6,16,12
K60_incid,3,30,8,16,12
K60_incid,3,30,10,16,12
K60_incid,3,30,12,16,12
K60_incid,3,30,14,16,12
K60_incid,3,30,16,16,12
K60_incid,3,30,18,16,12
K60_incid,3,30,20,16,12
K60_incid,3,35,2,15,12
K60_incid,3,35,4,15,12
K60_incid,3,35,6,15,12
K60_incid,3,35,8,15,12
K60_incid,3,35,10,15,12
K60_incid,3,35,12,15,12
K60_incid,3,35,14,15,12
K60_incid,3,35,16,15,12
K60_incid,3,35,18,15,12
K60_incid,3,35,20,15,12
K60_incid,3,40,2,1,0
K60_incid,3,40,4,1,0
K60_incid,3,40,6,1,0
K60_incid,3,40,8,1,0
K60_incid,3,40,10,1,0
K60_incid,3,40,12,1,0
K60_incid,3,40,14,1,0
K60_incid,3,40,16,1,0
K60_incid,3,40,18,1,0
K60_incid,3,40,20,1,0
K60_incid,4,5,2,26,20
K60_incid,4,5,4,26,20
K60_incid,4,5,6,26,19
K60_incid,4,5,8,24,18
K60_incid,4,5,10,23,17
K60_incid,4,5,12,26,19
K60_incid,4,5,14,23,17
K60_incid,4,5,16,23,17
K60_incid,4,5,18,23,17
K60_incid,4,5,20,23,17
K60_incid,4,10,2,27,21
K60_incid,4,10,4,25,18
K60_incid,4,10,6,25,19
K60_incid,4,10,8,24,17
K60_incid,4,10,10,25,18
K60_incid,4,10,12,24,17
K60_incid,4,10,14,25,18
K60_incid,4,10,16,24,17
K60_incid,4,10,18,24,17
K60_incid,4,10,20,24,17
K60_incid,4,15,2,25,20
K60_incid,4,15,4,23,17
K60_incid,4,15,6,23,18
K60_incid,4,15,8,23,17
K60_incid,4,15,10,22,17
K60_incid,4,15,12,22,17
